DATE,TRADINGCODE,LTP*,HIGH,LOW,OPENP*,CLOSEP*,YCP,TRADE,VALUE (mn),VOLUME,Change
2016-12-15,DEBARACEM,0,0,0,0,1865,1865,0,0,0,0.00%
2016-12-15,DEBBDLUGG,0,0,0,0,784,784,0,0,0,0.00%
2016-12-15,DEBBDWELD,0,0,0,0,1418.5,1418.5,0,0,0,0.00%
2016-12-15,DEBBDZIPP,0,0,0,0,700,700,0,0,0,0.00%
2016-12-15,DEBBXDENIM,0,0,0,0,1450,1450,0,0,0,0.00%
2016-12-15,DEBBXFISH,0,0,0,0,835,835,0,0,0,0.00%
2016-12-15,DEBBXKNI,0,0,0,0,900,900,0,0,0,0.00%
2016-12-15,DEBBXTEX,0,0,0,0,1300,1300,0,0,0,0.00%
2016-12-15,DELTALIFE,97.9,99,97.5,99,97.9,98,311,17.628,180161,-0.10%
2016-12-15,DELTASPINN,9.2,9.5,9.1,9.4,9.2,9.2,470,14.293,1547091,0.00%
2016-12-15,DESCO,48.5,49.4,48.3,48.8,48.3,48.7,217,8.099,166639,-0.82%
2016-12-15,DESHBANDHU,10.2,10.5,10.2,10.3,10.2,10.4,95,1.473,142674,-1.92%
2016-12-15,DHAKABANK,17.7,17.7,17.3,17.3,17.7,17.3,218,8.568,488220,2.31%
2016-12-15,DHAKAINS,20.7,21.1,20.2,21.1,20.5,21.1,116,3.54,171455,-2.84%
2016-12-15,DOREENPWR,106,110.9,104.3,110.5,105.7,109.3,2480,99.284,925699,-3.29%
2016-12-15,DSHGARME,305.9,318,301,315,308.3,315.2,264,4.886,15768,-2.19%
2016-12-15,DSSL,16.4,17.2,16.2,17,16.4,17,1341,44.612,2673871,-3.53%
2016-12-15,DULAMIACOT,7.6,7.6,7.4,7.4,7.4,7.2,4,0.01,1300,2.78%
2016-12-15,DUTCHBANGL,109.2,110,109,109,109.7,109,47,3.891,35446,0.64%
2016-12-15,EASTERNINS,25.2,25.2,24.9,25.2,25,25.1,34,0.653,26139,-0.40%
2016-12-15,EASTLAND,20.6,20.8,20.3,20.3,20.7,20.1,50,0.609,29509,2.99%
2016-12-15,EASTRNLUB,1030,1035,1002.6,1035,1014,1019.8,491,14.985,14828,-0.57%
2016-12-15,EBL,29,29,28.8,28.9,28.9,28.9,69,5.532,191155,0.00%
2016-12-15,EBL1STMF,5.3,5.4,5.2,5.3,5.3,5.3,51,1.967,368194,0.00%
2016-12-15,EBLNRBMF,5.3,5.3,5.2,5.2,5.3,5.2,3,0.006,1049,1.92%
2016-12-15,ECABLES,143.1,147.2,143,147.2,143.5,146.9,186,3.348,23011,-2.31%
2016-12-15,EHL,45.9,46.5,43.6,44,45.7,43.3,2755,190.153,4213234,5.54%
2016-12-15,EMERALDOIL,35.8,36.7,35.5,35.9,35.8,35.7,1221,44.827,1245438,0.28%
2016-12-15,ENVOYTEX,38.6,40.2,38.6,39.3,39,39.2,266,8.859,225769,-0.51%
2016-12-15,ETL,18.5,19.1,18.1,18.9,18.3,18.9,1273,46.177,2494799,-3.17%
2016-12-15,EXIM1STMF,7.7,8,7.6,7.6,7.9,7.6,234,10.61,1371638,3.95%
2016-12-15,EXIMBANK,10.9,11,10.7,10.9,10.9,10.8,462,22.435,2057778,0.93%
2016-12-15,FAMILYTEX,0,0,0,0,8.6,8.6,0,0,0,0.00%
2016-12-15,FARCHEM,22.8,23.5,22.3,22.4,22.9,22.2,4256,205.495,8961338,3.15%
2016-12-15,FAREASTFIN,11,11.1,10.7,10.9,11,10.8,382,11.913,1090315,1.85%
2016-12-15,FAREASTLIF,64.7,66.2,64.7,65.4,64.9,65.5,160,2.427,37322,-0.92%
2016-12-15,FASFIN,13.5,13.9,13.3,13.4,13.7,13.3,811,46.037,3367500,3.01%
2016-12-15,FBFIF,5.6,5.8,5.6,5.7,5.7,5.7,74,1.611,282599,0.00%
2016-12-15,FEDERALINS,13,13.4,12.8,13.1,13,12.8,304,8.799,671839,1.56%
2016-12-15,FEKDIL,23.6,24.1,23.6,23.8,23.6,23.7,283,15.267,642768,-0.42%
2016-12-15,FINEFOODS,24,25,23,23.5,23.7,23.7,128,1.396,57684,0.00%
2016-12-15,FIRSTFIN,8.3,8.3,8.1,8.2,8.3,8,77,1.005,122884,3.75%
2016-12-15,FIRSTSBANK,12.3,12.4,12,12.1,12.3,12.1,606,41.172,3362897,1.65%
2016-12-15,FORTUNE,53.3,56.2,53.3,55.5,53.7,54.9,2490,101.042,1850861,-2.19%
2016-12-15,FUWANGCER,15.8,16.3,15.8,16.3,15.9,16.1,925,29.998,1876510,-1.24%
2016-12-15,FUWANGFOOD,13.3,13.6,13.2,13.5,13.3,13.4,596,16.679,1248955,-0.75%
2016-12-15,GBBPOWER,19.7,20.7,19.1,20.4,19.4,20.2,1724,92.833,4665392,-3.96%
2016-12-15,GEMINISEA,726,738,725,732.4,725.4,735.3,490,9.818,13484,-1.35%
2016-12-15,GENNEXT,8.2,8.4,8.1,8.3,8.1,8.3,841,36.325,4424208,-2.41%
2016-12-15,GHAIL,54.9,55.3,51,53.4,54.5,53.4,1806,126.706,2394381,2.06%
2016-12-15,GHCL,41.6,43.4,41.4,41.8,41.8,41.2,742,27.607,649466,1.46%
2016-12-15,GLAXOSMITH,1560,1570,1558,1566,1561.3,1566.8,105,5.747,3674,-0.35%
2016-12-15,GLOBALINS,14.4,14.6,14.1,14.1,14.3,14.1,80,1.467,102811,1.42%
2016-12-15,GOLDENSON,18,18.5,18,18.5,18.1,18.2,461,10.891,596924,-0.55%
2016-12-15,GP,287.1,288,286,288,286.9,285.8,497,102.251,356470,0.38%
2016-12-15,GPHISPAT,33.7,35,33.5,34.6,33.8,34.5,1769,90.809,2656647,-2.03%
2016-12-15,GQBALLPEN,71.3,73,71.3,72.7,71.7,73,166,3.604,49970,-1.78%
2016-12-15,GRAMEENS2,11.3,11.3,11,11.1,11.2,11.1,81,5.099,455395,0.90%
2016-12-15,GREENDELMF,7,7,7,7,7,7,7,0.028,4000,0.00%
2016-12-15,GREENDELT,48,48,47.3,48,47.7,47.7,21,0.187,3923,0.00%
2016-12-15,GSPFINANCE,22.2,22.7,21.8,21.8,22.3,21.5,1272,73.532,3293935,3.72%
2016-12-15,HAKKANIPUL,49,51,48.5,50.8,49,50.3,569,10.215,206329,-2.58%
2016-12-15,HEIDELBCEM,541,549,540,548.9,543.5,539.9,80,3.744,6903,0.67%
2016-12-15,HFL,24,25.1,24,24.3,24.1,24.5,332,25.119,1015358,-1.63%
2016-12-15,HRTEX,30.6,31.8,30.1,31.5,30.6,31.8,524,15.175,490886,-3.77%
2016-12-15,HWAWELLTEX,35,35.9,34.9,35.3,35.3,36.1,43,1.747,49180,-2.22%
2016-12-15,IBBLPBOND,983,985,980,980,983.5,984,38,2.837,2886,-0.05%
2016-12-15,IBNSINA,204.9,208,199.9,206.4,202.1,205.9,983,30.804,152151,-1.85%
2016-12-15,ICB,99,101.1,98.9,100.9,99.1,99.9,150,3.374,33895,-0.80%
2016-12-15,ICB1STNRB,18.6,18.6,18.6,18.6,18.6,18.7,8,0.1,5370,-0.53%
2016-12-15,ICB2NDNRB,7.9,7.9,7.8,7.8,7.9,7.9,8,0.08,10085,0.00%
2016-12-15,ICB3RDNRB,4.6,4.7,4.6,4.7,4.7,4.7,36,0.998,213000,0.00%
2016-12-15,ICBAMCL2ND,5.4,5.5,5.3,5.3,5.4,5.4,44,0.881,164100,0.00%
2016-12-15,ICBEPMF1S1,6,6.1,6,6,6,6.3,28,0.295,49000,-4.76%
2016-12-15,ICBIBANK,4,4.1,3.9,4,4,4,82,1.367,341550,0.00%
2016-12-15,ICBSONALI1,6,6.1,6,6.1,6,6.1,9,0.211,35000,-1.64%
2016-12-15,IDLC,0,0,0,0,61.1,61.1,0,0,0,0.00%
2016-12-15,IFADAUTOS,90.2,93.4,90,92.9,91.1,92.5,1988,176.603,1919429,-1.51%
2016-12-15,IFIC,20.6,20.6,20,20,20.5,20,620,27.715,1366907,2.50%
2016-12-15,IFIC1STMF,5,5,4.8,4.8,5,4.9,25,1.323,265339,2.04%
2016-12-15,IFILISLMF1,6.7,6.8,6.7,6.7,6.7,6.7,18,0.588,87524,0.00%
2016-12-15,ILFSL,11,11.1,10.8,10.8,10.9,10.9,223,8.011,731361,0.00%
2016-12-15,IMAMBUTTON,12.9,13.4,12.9,13.3,13.1,13.1,33,0.354,26920,0.00%
2016-12-15,INTECH,14.4,14.6,14.2,14.6,14.3,14.4,434,10.733,744885,-0.69%
